Age,Weight (kg),Height (cm),Gender,BMI,Meal Plan,Exercise Routine
31,66.7,171,Male,22.8,Balanced,Cardio
48,80.4,190,Female,22.3,Balanced,Cardio
48,69.6,178,Female,22.0,Balanced,Cardio
19,83.0,183,Male,24.8,Balanced,Strength Training
26,70.1,192,Male,19.0,Balanced,Cardio
28,59.1,168,Female,20.9,Balanced,Cardio
23,55.9,193,Other,15.0,High Protein,Strength Training
36,69.8,196,Female,18.2,High Protein,Yoga
39,86.9,173,Male,29.0,Low Carb,Cardio
39,72.6,160,Female,28.4,Low Carb,Yoga
63,87.9,158,Other,35.2,Low Calorie,Yoga
27,55.3,184,Other,16.3,High Protein,Cardio
62,88.8,167,Other,31.8,Low Calorie,Low Impact Exercise
20,94.3,171,Female,32.2,Low Calorie,Strength Training
20,96.9,196,Male,25.2,Low Carb,Cardio
31,85.2,162,Other,32.5,Low Calorie,Yoga
22,68.0,180,Female,21.0,Balanced,Strength Training
22,99.5,175,Male,32.5,Low Calorie,Cardio
44,80.1,183,Other,23.9,Balanced,Cardio
53,72.7,182,Female,21.9,Balanced,Yoga
55,89.5,191,Male,24.5,Balanced,Low Impact Exercise
19,72.5,183,Male,21.6,Balanced,Strength Training
54,71.7,164,Female,26.7,Low Carb,Yoga
41,63.5,163,Male,23.9,Balanced,Yoga
21,74.4,196,Male,19.4,Balanced,Cardio
31,55.2,186,Other,16.0,High Protein,Cardio
38,84.3,177,Female,26.9,Low Carb,Cardio
54,92.9,193,Male,24.9,Low Calorie,Low Impact Exercise
65,97.3,181,Male,29.7,Low Carb,Low Impact Exercise
38,75.8,177,Female,24.2,Balanced,Yoga
21,51.2,196,Female,13.3,High Protein,Cardio
57,74.9,199,Other,18.9,Balanced,Low Impact Exercise
39,54.5,186,Female,15.8,High Protein,Cardio
35,92.6,162,Male,35.3,Low Calorie,Cardio
33,70.8,161,Male,27.3,Low Carb,Yoga
21,96.8,150,Male,43.0,Low Calorie,Strength Training
33,52.7,166,Other,19.1,Balanced,Cardio
44,70.7,166,Other,25.7,Low Carb,Cardio
39,90.6,150,Female,40.3,Low Calorie,Cardio
54,68.9,182,Female,20.8,Balanced,Low Impact Exercise
51,79.8,155,Female,33.2,Low Calorie,Yoga
38,67.1,193,Male,18.0,High Protein,Cardio
61,89.4,194,Male,23.8,Balanced,Yoga
29,82.4,184,Female,24.3,Balanced,Cardio
65,70.3,164,Other,26.1,Low Carb,Yoga
23,77.0,200,Male,19.2,Balanced,Strength Training
38,88.4,197,Male,22.8,Balanced,Cardio
19,62.4,187,Other,17.8,High Protein,Strength Training
53,62.9,172,Other,21.3,Balanced,Yoga
29,60.0,198,Female,15.3,High Protein,Strength Training
22,50.6,172,Other,17.1,High Protein,Cardio
29,52.9,156,Female,21.7,Balanced,Strength Training
50,53.4,168,Female,18.9,Balanced,Yoga
54,65.0,154,Female,27.4,Low Carb,Yoga
29,81.8,158,Male,32.8,Low Calorie,Cardio
42,50.1,161,Other,19.3,Balanced,Cardio
57,78.7,187,Other,22.5,Balanced,Yoga
62,58.8,161,Other,22.7,Balanced,Yoga
44,81.7,190,Male,22.6,Balanced,Cardio
47,52.0,177,Male,16.6,High Protein,Yoga
32,60.4,185,Other,17.6,High Protein,Yoga
38,79.2,153,Male,33.8,Low Calorie,Cardio
61,81.2,200,Other,20.3,Balanced,Low Impact Exercise
36,58.8,153,Other,25.1,Low Carb,Yoga
22,75.6,178,Female,23.9,Balanced,Strength Training
41,50.5,181,Other,15.4,High Protein,Yoga
44,73.5,191,Male,20.1,Balanced,Cardio
41,88.2,179,Male,27.5,Low Carb,Yoga
43,67.3,175,Other,22.0,Balanced,Yoga
33,91.2,160,Other,35.6,Low Calorie,Yoga
36,74.1,155,Male,30.8,Low Calorie,Yoga
23,93.7,172,Other,31.7,Low Calorie,Cardio
41,68.4,151,Male,30.0,Low Calorie,Cardio
48,64.6,163,Female,24.3,Balanced,Yoga
27,51.0,153,Other,21.8,Balanced,Cardio
52,57.8,156,Female,23.8,Balanced,Yoga
54,53.7,164,Female,20.0,Balanced,Low Impact Exercise
47,93.7,176,Male,30.2,Low Calorie,Yoga
31,52.5,191,Male,14.4,High Protein,Yoga
28,82.7,178,Female,26.1,Low Carb,Strength Training
62,99.2,162,Other,37.8,Low Calorie,Yoga
36,84.9,181,Other,25.9,Low Carb,Cardio
65,78.0,194,Male,20.7,Balanced,Yoga
61,79.2,181,Female,24.2,Balanced,Yoga
31,52.3,181,Other,16.0,High Protein,Cardio
46,98.6,160,Other,38.5,Low Calorie,Cardio
64,87.6,166,Other,31.8,Low Calorie,Low Impact Exercise
45,52.5,174,Other,17.3,High Protein,Yoga
22,71.0,173,Other,23.7,Balanced,Strength Training
33,85.5,173,Other,28.6,Low Carb,Yoga
26,57.0,192,Other,15.5,High Protein,Strength Training
30,84.0,193,Male,22.6,Balanced,Yoga
63,69.9,182,Female,21.1,Balanced,Low Impact Exercise
29,55.4,162,Other,21.1,Balanced,Cardio
62,98.9,192,Female,26.8,Low Carb,Low Impact Exercise
18,92.7,173,Other,31.0,Low Calorie,Cardio
25,53.0,159,Female,21.0,Balanced,Cardio
58,56.4,183,Male,16.8,High Protein,Yoga
65,76.8,196,Male,20.0,Balanced,Low Impact Exercise
27,97.9,151,Female,42.9,Low Calorie,Cardio
40,59.7,161,Female,23.0,Balanced,Yoga
20,67.9,171,Female,23.2,Balanced,Strength Training
21,64.4,153,Female,27.5,Low Carb,Cardio
20,60.6,190,Other,16.8,High Protein,Cardio
35,89.0,168,Female,31.5,Low Calorie,Yoga
40,84.2,151,Female,36.9,Low Calorie,Cardio
38,77.1,192,Other,20.9,Balanced,Yoga
20,73.2,171,Male,25.0,Low Carb,Cardio
32,71.7,198,Male,18.3,High Protein,Yoga
18,66.8,199,Female,16.9,High Protein,Cardio
38,51.1,166,Female,18.5,Balanced,Cardio
54,89.8,161,Male,34.6,Low Calorie,Low Impact Exercise
34,51.1,196,Other,13.3,High Protein,Cardio
37,84.3,160,Female,32.9,Low Calorie,Yoga
35,79.9,166,Female,29.0,Low Carb,Yoga
26,65.2,194,Other,17.3,High Protein,Cardio
35,60.1,185,Male,17.6,High Protein,Cardio
32,83.2,163,Male,31.3,Low Calorie,Cardio
55,53.7,157,Female,21.8,Balanced,Yoga
30,55.2,176,Other,17.8,High Protein,Yoga
45,75.6,172,Other,25.6,Low Carb,Cardio
30,66.1,159,Male,26.1,Low Carb,Yoga
23,85.8,195,Female,22.6,Balanced,Cardio
52,69.0,191,Other,18.9,Balanced,Yoga
54,69.9,163,Male,26.3,Low Carb,Yoga
34,60.2,175,Male,19.7,Balanced,Yoga
18,88.8,176,Other,28.7,Low Carb,Strength Training
57,55.0,190,Other,15.2,High Protein,Low Impact Exercise
62,84.9,189,Female,23.8,Balanced,Low Impact Exercise
44,53.9,196,Other,14.0,High Protein,Yoga
54,74.2,187,Other,21.2,Balanced,Low Impact Exercise
41,88.7,171,Other,30.3,Low Calorie,Cardio
52,59.0,170,Male,20.4,Balanced,Low Impact Exercise
41,83.9,199,Female,21.2,Balanced,Cardio
60,74.2,165,Male,27.3,Low Carb,Yoga
54,62.2,165,Male,22.8,Balanced,Yoga
22,95.8,192,Other,26.0,Low Carb,Cardio
22,65.8,197,Female,17.0,High Protein,Strength Training
58,64.7,196,Other,16.8,High Protein,Yoga
54,57.4,176,Female,18.5,Balanced,Low Impact Exercise
58,51.6,180,Female,15.9,High Protein,Yoga
28,72.3,164,Male,26.9,Low Carb,Cardio
19,77.3,183,Female,23.1,Balanced,Strength Training
64,78.4,199,Other,19.8,Balanced,Yoga
20,67.5,169,Other,23.6,Balanced,Strength Training
32,53.7,165,Female,19.7,Balanced,Cardio
56,76.1,174,Female,25.1,Low Carb,Yoga
59,98.8,179,Other,30.8,Low Calorie,Yoga
58,76.3,198,Female,19.5,Balanced,Yoga
58,66.7,183,Female,19.9,Balanced,Yoga
63,93.4,182,Other,28.2,Low Carb,Yoga
50,86.3,168,Female,30.6,Low Calorie,Yoga
41,70.6,200,Other,17.6,High Protein,Yoga
47,54.2,172,Other,18.3,High Protein,Yoga
51,85.0,182,Other,25.7,Low Carb,Low Impact Exercise
19,73.6,181,Male,22.5,Balanced,Strength Training
25,73.6,158,Female,29.5,Low Carb,Strength Training
62,84.8,150,Male,37.7,Low Calorie,Yoga
49,67.8,159,Female,26.8,Low Carb,Yoga
32,64.3,162,Other,24.5,Balanced,Yoga
59,64.3,154,Male,27.1,Low Carb,Yoga
62,67.8,153,Female,29.0,Low Carb,Low Impact Exercise
54,89.8,155,Other,37.4,Low Calorie,Low Impact Exercise
50,74.6,181,Other,22.8,Balanced,Low Impact Exercise
65,83.3,196,Male,21.7,Balanced,Yoga
59,51.3,182,Other,15.5,High Protein,Yoga
40,85.7,178,Male,27.0,Low Carb,Cardio
19,85.3,181,Other,26.0,Low Carb,Strength Training
33,96.4,160,Other,37.7,Low Calorie,Yoga
32,72.2,182,Other,21.8,Balanced,Cardio
35,97.8,160,Male,38.2,Low Calorie,Yoga
55,58.5,177,Other,18.7,Balanced,Low Impact Exercise
61,90.4,174,Other,29.9,Low Calorie,Low Impact Exercise
51,92.6,175,Female,30.2,Low Calorie,Low Impact Exercise
45,87.5,192,Male,23.7,Balanced,Yoga
37,66.4,168,Female,23.5,Balanced,Yoga
52,55.0,182,Other,16.6,High Protein,Yoga
49,71.3,155,Female,29.7,Low Carb,Yoga
30,67.7,156,Other,27.8,Low Carb,Yoga
52,99.4,179,Female,31.0,Low Calorie,Yoga
55,59.7,158,Other,23.9,Balanced,Low Impact Exercise
48,62.0,180,Other,19.1,Balanced,Cardio
61,81.9,151,Female,35.9,Low Calorie,Yoga
20,55.4,173,Female,18.5,Balanced,Strength Training
59,67.2,175,Other,21.9,Balanced,Low Impact Exercise
46,89.6,170,Male,31.0,Low Calorie,Cardio
18,70.2,165,Female,25.8,Low Carb,Cardio
31,70.4,190,Other,19.5,Balanced,Cardio
36,81.0,151,Other,35.5,Low Calorie,Yoga
39,82.7,192,Other,22.4,Balanced,Yoga
40,82.4,175,Other,26.9,Low Carb,Yoga
33,63.2,172,Other,21.4,Balanced,Cardio
55,74.6,153,Other,31.9,Low Calorie,Yoga
54,92.7,182,Other,28.0,Low Carb,Low Impact Exercise
56,95.9,160,Other,37.5,Low Calorie,Low Impact Exercise
57,93.7,175,Other,30.6,Low Calorie,Yoga
35,77.0,159,Female,30.5,Low Calorie,Cardio
28,74.1,174,Male,24.5,Balanced,Cardio
33,51.7,169,Male,18.1,High Protein,Cardio
32,59.1,192,Female,16.0,High Protein,Yoga
37,92.0,185,Male,26.9,Low Carb,Cardio
23,68.6,176,Female,22.1,Balanced,Strength Training
29,82.7,179,Male,25.8,Low Carb,Cardio
25,96.8,197,Other,24.9,Low Calorie,Strength Training
53,60.9,196,Female,15.9,High Protein,Yoga
40,50.8,195,Female,13.4,High Protein,Yoga
63,98.6,192,Other,26.7,Low Carb,Yoga
43,77.4,176,Female,25.0,Low Carb,Cardio
45,80.3,200,Male,20.1,Balanced,Yoga
48,96.7,183,Female,28.9,Low Carb,Yoga
56,76.0,198,Female,19.4,Balanced,Low Impact Exercise
44,72.2,180,Male,22.3,Balanced,Yoga
48,84.4,177,Other,26.9,Low Carb,Cardio
26,82.7,199,Female,20.9,Balanced,Cardio
33,52.5,183,Other,15.7,High Protein,Cardio
24,97.5,168,Male,34.5,Low Calorie,Strength Training
36,97.2,167,Male,34.9,Low Calorie,Yoga
49,92.0,198,Male,23.5,Balanced,Cardio
42,100.0,173,Female,33.4,Low Calorie,Yoga
49,51.6,179,Female,16.1,High Protein,Cardio
30,91.1,171,Female,31.2,Low Calorie,Yoga
21,62.6,173,Male,20.9,Balanced,Cardio
50,83.8,160,Other,32.7,Low Calorie,Yoga
24,80.0,198,Male,20.4,Balanced,Strength Training
28,78.2,184,Female,23.1,Balanced,Strength Training
60,89.3,180,Male,27.6,Low Carb,Low Impact Exercise
21,83.1,199,Female,21.0,Balanced,Strength Training
44,58.8,191,Male,16.1,High Protein,Yoga
58,58.0,168,Male,20.5,Balanced,Low Impact Exercise
45,85.6,198,Other,21.8,Balanced,Yoga
20,81.2,153,Male,34.7,Low Calorie,Cardio
51,89.8,196,Female,23.4,Balanced,Yoga
53,59.7,180,Female,18.4,High Protein,Yoga
40,58.2,180,Male,18.0,High Protein,Yoga
54,78.0,188,Female,22.1,Balanced,Low Impact Exercise
46,73.3,165,Female,26.9,Low Carb,Yoga
51,90.9,185,Female,26.6,Low Carb,Yoga
29,78.1,175,Male,25.5,Low Carb,Cardio
47,91.7,188,Female,25.9,Low Carb,Yoga
26,69.0,191,Other,18.9,Balanced,Strength Training
65,64.1,198,Other,16.4,High Protein,Low Impact Exercise
62,56.8,172,Male,19.2,Balanced,Low Impact Exercise
32,58.5,195,Male,15.4,High Protein,Yoga
55,52.4,171,Male,17.9,High Protein,Yoga
19,74.8,163,Male,28.2,Low Carb,Strength Training
59,75.3,163,Male,28.3,Low Carb,Low Impact Exercise
57,63.9,199,Other,16.1,High Protein,Yoga
33,79.4,165,Male,29.2,Low Carb,Cardio
64,63.7,151,Other,27.9,Low Carb,Low Impact Exercise
20,94.2,159,Other,37.3,Low Calorie,Strength Training
20,73.2,174,Male,24.2,Balanced,Cardio
58,50.5,150,Other,22.4,Balanced,Yoga
40,85.3,165,Male,31.3,Low Calorie,Cardio
23,83.1,193,Other,22.3,Balanced,Cardio
23,52.4,195,Other,13.8,High Protein,Cardio
38,61.1,171,Male,20.9,Balanced,Cardio
30,73.0,154,Other,30.8,Low Calorie,Yoga
56,62.1,177,Female,19.8,Balanced,Yoga
63,83.5,151,Female,36.6,Low Calorie,Low Impact Exercise
22,85.1,178,Other,26.9,Low Carb,Cardio
34,88.0,176,Female,28.4,Low Carb,Cardio
65,53.1,182,Female,16.0,High Protein,Low Impact Exercise
20,62.3,195,Male,16.4,High Protein,Strength Training
38,70.8,196,Male,18.4,High Protein,Cardio
46,97.2,190,Male,26.9,Low Carb,Yoga
29,91.3,200,Female,22.8,Balanced,Strength Training
19,93.2,164,Female,34.7,Low Calorie,Strength Training
39,55.3,192,Female,15.0,High Protein,Cardio
56,95.1,174,Other,31.4,Low Calorie,Low Impact Exercise
59,62.1,157,Male,25.2,Low Carb,Low Impact Exercise
34,57.4,197,Other,14.8,High Protein,Cardio
64,76.2,182,Female,23.0,Balanced,Yoga
59,66.0,184,Other,19.5,Balanced,Yoga
63,91.7,197,Female,23.6,Balanced,Low Impact Exercise
19,56.5,168,Male,20.0,Balanced,Strength Training
23,68.8,152,Female,29.8,Low Carb,Strength Training
44,72.4,172,Female,24.5,Balanced,Yoga
22,62.5,163,Female,23.5,Balanced,Cardio
36,53.1,189,Male,14.9,High Protein,Cardio
50,50.2,195,Male,13.2,High Protein,Low Impact Exercise
55,51.5,163,Other,19.4,Balanced,Low Impact Exercise
64,87.2,151,Male,38.2,Low Calorie,Low Impact Exercise
43,92.4,182,Other,27.9,Low Carb,Yoga
45,97.3,182,Male,29.4,Low Carb,Yoga
25,53.9,163,Female,20.3,Balanced,Cardio
42,85.6,179,Female,26.7,Low Carb,Cardio
56,75.1,196,Female,19.5,Balanced,Low Impact Exercise
20,87.4,170,Female,30.2,Low Calorie,Cardio
28,61.7,185,Female,18.0,High Protein,Strength Training
47,85.7,193,Female,23.0,Balanced,Cardio
37,50.5,162,Male,19.2,Balanced,Cardio
52,71.5,181,Other,21.8,Balanced,Low Impact Exercise
59,74.2,167,Male,26.6,Low Carb,Yoga
22,95.0,197,Other,24.5,Balanced,Strength Training
39,82.9,153,Other,35.4,Low Calorie,Yoga
26,54.8,177,Other,17.5,High Protein,Cardio
58,59.1,177,Male,18.9,Balanced,Yoga
62,72.2,168,Female,25.6,Low Carb,Yoga
61,60.4,172,Male,20.4,Balanced,Yoga
19,94.3,156,Male,38.7,Low Calorie,Strength Training
30,71.6,153,Other,30.6,Low Calorie,Yoga
40,78.1,164,Male,29.0,Low Carb,Yoga
54,99.2,175,Other,32.4,Low Calorie,Yoga
27,70.0,155,Other,29.1,Low Carb,Strength Training
37,81.5,172,Male,27.5,Low Carb,Cardio
60,82.3,200,Female,20.6,Balanced,Yoga
28,79.8,161,Other,30.8,Low Calorie,Strength Training
42,70.4,181,Other,21.5,Balanced,Cardio
59,94.9,157,Male,38.5,Low Calorie,Yoga
65,86.3,190,Male,23.9,Balanced,Yoga
19,67.0,197,Female,17.3,High Protein,Strength Training
61,90.6,172,Male,30.6,Low Calorie,Low Impact Exercise
64,96.3,182,Male,29.1,Low Carb,Yoga
47,70.8,156,Female,29.1,Low Carb,Yoga
25,81.1,182,Female,24.5,Balanced,Strength Training
28,73.8,154,Male,31.1,Low Calorie,Strength Training
59,74.8,196,Male,19.5,Balanced,Low Impact Exercise
18,99.9,152,Male,43.2,Low Calorie,Cardio
65,89.6,199,Female,22.6,Balanced,Low Impact Exercise
31,81.2,188,Male,23.0,Balanced,Yoga
20,95.0,162,Female,36.2,Low Calorie,Cardio
29,96.9,160,Male,37.9,Low Calorie,Strength Training
58,68.1,185,Other,19.9,Balanced,Low Impact Exercise
63,66.9,159,Other,26.5,Low Carb,Yoga
44,59.1,170,Female,20.4,Balanced,Cardio
51,74.2,151,Male,32.5,Low Calorie,Yoga
21,80.6,173,Other,26.9,Low Carb,Strength Training
19,87.4,194,Female,23.2,Balanced,Cardio
25,99.2,161,Male,38.3,Low Calorie,Strength Training
23,58.2,185,Female,17.0,High Protein,Cardio
38,72.7,168,Other,25.8,Low Carb,Cardio
62,98.1,168,Other,34.8,Low Calorie,Low Impact Exercise
39,82.7,169,Female,29.0,Low Carb,Yoga
34,79.2,171,Other,27.1,Low Carb,Yoga
65,73.8,188,Female,20.9,Balanced,Low Impact Exercise
61,82.9,191,Male,22.7,Balanced,Low Impact Exercise
21,63.2,178,Other,19.9,Balanced,Strength Training
36,87.9,152,Other,38.0,Low Calorie,Yoga
55,92.5,176,Other,29.9,Low Calorie,Low Impact Exercise
26,89.9,167,Male,32.2,Low Calorie,Strength Training
28,66.3,173,Male,22.2,Balanced,Strength Training
31,59.7,184,Other,17.6,High Protein,Cardio
31,73.9,196,Male,19.2,Balanced,Cardio
61,97.6,191,Male,26.8,Low Carb,Yoga
57,55.9,160,Other,21.8,Balanced,Low Impact Exercise
45,84.9,162,Male,32.4,Low Calorie,Cardio
41,74.5,198,Female,19.0,Balanced,Cardio
45,74.2,160,Other,29.0,Low Carb,Cardio
50,93.6,199,Female,23.6,Balanced,Low Impact Exercise
46,98.5,162,Male,37.5,Low Calorie,Yoga
29,52.7,161,Male,20.3,Balanced,Strength Training
50,97.6,168,Male,34.6,Low Calorie,Yoga
33,78.1,166,Female,28.3,Low Carb,Yoga
58,86.6,194,Male,23.0,Balanced,Yoga
49,62.6,199,Male,15.8,High Protein,Yoga
32,50.5,175,Female,16.5,High Protein,Yoga
37,71.9,193,Other,19.3,Balanced,Yoga
60,74.7,161,Other,28.8,Low Carb,Yoga
29,88.4,164,Other,32.9,Low Calorie,Strength Training
29,77.6,159,Male,30.7,Low Calorie,Strength Training
61,63.9,160,Other,25.0,Low Carb,Low Impact Exercise
21,63.8,183,Male,19.1,Balanced,Strength Training
55,50.4,170,Female,17.4,High Protein,Low Impact Exercise
64,80.3,164,Male,29.9,Low Calorie,Yoga
24,67.1,153,Other,28.7,Low Carb,Strength Training
43,90.6,156,Other,37.2,Low Calorie,Yoga
43,61.3,186,Male,17.7,High Protein,Yoga
43,99.9,198,Female,25.5,Low Carb,Cardio
28,62.4,158,Male,25.0,Low Carb,Strength Training
51,60.8,192,Male,16.5,High Protein,Yoga
35,83.5,154,Other,35.2,Low Calorie,Yoga
56,64.2,193,Male,17.2,High Protein,Yoga
36,60.3,176,Female,19.5,Balanced,Yoga
32,87.8,170,Female,30.4,Low Calorie,Cardio
49,68.1,183,Other,20.3,Balanced,Cardio
43,69.4,193,Male,18.6,Balanced,Yoga
60,72.1,169,Male,25.2,Low Carb,Low Impact Exercise
23,62.1,152,Male,26.9,Low Carb,Strength Training
52,55.0,155,Male,22.9,Balanced,Low Impact Exercise
31,79.4,152,Female,34.4,Low Calorie,Cardio
52,60.7,199,Male,15.3,High Protein,Low Impact Exercise
41,75.2,183,Male,22.5,Balanced,Yoga
59,98.1,179,Female,30.6,Low Calorie,Low Impact Exercise
44,88.6,154,Other,37.4,Low Calorie,Cardio
19,73.4,194,Male,19.5,Balanced,Cardio
26,51.6,173,Male,17.2,High Protein,Strength Training
39,76.2,194,Male,20.2,Balanced,Yoga
57,93.1,165,Female,34.2,Low Calorie,Yoga
52,91.1,165,Female,33.5,Low Calorie,Yoga
19,57.3,170,Other,19.8,Balanced,Strength Training
41,76.5,156,Other,31.4,Low Calorie,Cardio
43,69.8,167,Other,25.0,Low Carb,Cardio
53,77.7,166,Other,28.2,Low Carb,Low Impact Exercise
29,89.1,161,Female,34.4,Low Calorie,Strength Training
47,56.4,189,Other,15.8,High Protein,Cardio
44,72.9,152,Female,31.6,Low Calorie,Cardio
46,79.2,185,Female,23.1,Balanced,Yoga
43,50.3,161,Female,19.4,Balanced,Cardio
47,95.6,173,Female,31.9,Low Calorie,Yoga
40,53.1,199,Female,13.4,High Protein,Yoga
22,78.6,197,Other,20.3,Balanced,Cardio
62,93.4,152,Female,40.4,Low Calorie,Yoga
57,83.0,167,Male,29.8,Low Carb,Yoga
32,66.7,186,Other,19.3,Balanced,Cardio
59,81.7,158,Other,32.7,Low Calorie,Yoga
18,73.8,153,Female,31.5,Low Calorie,Strength Training
27,84.7,187,Other,24.2,Balanced,Strength Training
64,68.3,199,Female,17.2,High Protein,Yoga
50,94.8,186,Female,27.4,Low Carb,Yoga
24,81.2,174,Male,26.8,Low Carb,Cardio
52,83.3,160,Female,32.5,Low Calorie,Low Impact Exercise
29,70.6,175,Male,23.1,Balanced,Cardio
34,82.1,190,Other,22.7,Balanced,Cardio
64,85.8,185,Other,25.1,Low Carb,Yoga
33,70.5,187,Male,20.2,Balanced,Yoga
30,84.2,164,Other,31.3,Low Calorie,Yoga
39,56.3,199,Female,14.2,High Protein,Cardio
42,66.9,169,Male,23.4,Balanced,Yoga
41,52.3,194,Other,13.9,High Protein,Cardio
61,60.9,182,Other,18.4,High Protein,Low Impact Exercise
52,60.6,181,Other,18.5,Balanced,Yoga
56,51.7,170,Other,17.9,High Protein,Yoga
56,51.5,154,Other,21.7,Balanced,Yoga
47,58.6,190,Female,16.2,High Protein,Yoga
63,52.8,177,Male,16.9,High Protein,Low Impact Exercise
25,57.6,177,Female,18.4,High Protein,Cardio
51,59.1,168,Female,20.9,Balanced,Yoga
60,73.9,189,Male,20.7,Balanced,Low Impact Exercise
24,72.5,175,Female,23.7,Balanced,Cardio
50,94.7,197,Female,24.4,Balanced,Low Impact Exercise
21,95.3,177,Other,30.4,Low Calorie,Cardio
33,71.1,156,Male,29.2,Low Carb,Yoga
22,62.8,154,Other,26.5,Low Carb,Strength Training
63,50.5,167,Other,18.1,High Protein,Low Impact Exercise
44,68.1,150,Male,30.3,Low Calorie,Yoga
35,63.4,182,Female,19.1,Balanced,Yoga
19,77.6,158,Female,31.1,Low Calorie,Cardio
39,75.0,157,Female,30.4,Low Calorie,Cardio
62,60.4,192,Female,16.4,High Protein,Low Impact Exercise
60,85.0,200,Female,21.2,Balanced,Low Impact Exercise
47,54.3,151,Male,23.8,Balanced,Yoga
39,99.4,166,Male,36.1,Low Calorie,Yoga
63,98.4,152,Male,42.6,Low Calorie,Low Impact Exercise
58,74.4,200,Other,18.6,Balanced,Low Impact Exercise
33,56.3,189,Male,15.8,High Protein,Yoga
23,74.3,190,Male,20.6,Balanced,Strength Training
43,60.9,165,Male,22.4,Balanced,Cardio
52,94.6,176,Female,30.5,Low Calorie,Low Impact Exercise
58,98.8,189,Female,27.7,Low Carb,Yoga
44,80.6,196,Female,21.0,Balanced,Cardio
53,72.8,151,Other,31.9,Low Calorie,Yoga
21,61.8,172,Female,20.9,Balanced,Strength Training
43,73.7,197,Female,19.0,Balanced,Yoga
48,53.8,170,Other,18.6,Balanced,Cardio
32,75.2,159,Female,29.7,Low Carb,Yoga
52,86.2,190,Male,23.9,Balanced,Yoga
19,86.5,180,Male,26.7,Low Carb,Strength Training
22,90.3,183,Other,27.0,Low Carb,Cardio
48,65.4,157,Female,26.5,Low Carb,Cardio
31,82.2,187,Male,23.5,Balanced,Cardio
21,65.0,166,Male,23.6,Balanced,Strength Training
32,77.8,189,Other,21.8,Balanced,Yoga
59,53.5,152,Male,23.2,Balanced,Low Impact Exercise
53,83.0,166,Male,30.1,Low Calorie,Low Impact Exercise
44,86.5,176,Other,27.9,Low Carb,Cardio
49,60.5,187,Male,17.3,High Protein,Cardio
65,98.7,157,Male,40.0,Low Calorie,Yoga
36,69.4,158,Male,27.8,Low Carb,Yoga
64,64.8,161,Female,25.0,Low Carb,Yoga
50,75.1,186,Male,21.7,Balanced,Low Impact Exercise
44,65.3,185,Male,19.1,Balanced,Cardio
48,51.1,171,Other,17.5,High Protein,Cardio
65,92.7,180,Male,28.6,Low Carb,Yoga
44,57.0,192,Male,15.5,High Protein,Yoga
21,85.4,174,Male,28.2,Low Carb,Cardio
56,71.9,183,Female,21.5,Balanced,Low Impact Exercise
64,62.0,195,Other,16.3,High Protein,Low Impact Exercise
23,66.4,187,Female,19.0,Balanced,Cardio
18,89.7,188,Female,25.4,Low Carb,Strength Training
20,70.4,193,Female,18.9,Balanced,Cardio
43,77.9,176,Female,25.1,Low Carb,Cardio
22,87.6,183,Female,26.2,Low Carb,Cardio
44,77.5,182,Other,23.4,Balanced,Yoga
41,95.6,196,Male,24.9,Low Calorie,Yoga
56,65.7,169,Female,23.0,Balanced,Yoga
58,71.6,190,Male,19.8,Balanced,Yoga
43,97.7,164,Other,36.3,Low Calorie,Yoga
53,67.8,185,Male,19.8,Balanced,Yoga
39,55.7,175,Male,18.2,High Protein,Cardio
57,55.4,196,Male,14.4,High Protein,Low Impact Exercise
65,69.5,188,Male,19.7,Balanced,Low Impact Exercise
55,58.2,182,Female,17.6,High Protein,Yoga
30,64.9,190,Other,18.0,High Protein,Yoga
20,77.0,186,Male,22.3,Balanced,Cardio
59,67.6,159,Female,26.7,Low Carb,Low Impact Exercise
34,57.6,185,Female,16.8,High Protein,Yoga
20,96.7,163,Female,36.4,Low Calorie,Strength Training
26,52.6,188,Other,14.9,High Protein,Cardio
27,93.2,180,Female,28.8,Low Carb,Strength Training
22,56.8,175,Female,18.5,Balanced,Cardio
18,75.6,165,Other,27.8,Low Carb,Strength Training
47,93.1,156,Male,38.3,Low Calorie,Yoga
27,69.7,177,Female,22.2,Balanced,Strength Training
45,95.8,158,Other,38.4,Low Calorie,Cardio
25,79.2,156,Female,32.5,Low Calorie,Strength Training
28,54.9,180,Other,16.9,High Protein,Cardio
38,62.9,181,Other,19.2,Balanced,Cardio
49,92.0,197,Other,23.7,Balanced,Cardio
50,69.4,164,Male,25.8,Low Carb,Low Impact Exercise
26,99.2,183,Female,29.6,Low Carb,Strength Training
58,85.9,196,Male,22.4,Balanced,Low Impact Exercise
63,86.8,200,Male,21.7,Balanced,Yoga
54,66.3,193,Male,17.8,High Protein,Yoga
35,55.3,173,Male,18.5,Balanced,Yoga
34,50.8,155,Female,21.1,Balanced,Yoga
22,70.5,189,Male,19.7,Balanced,Strength Training
36,88.2,195,Male,23.2,Balanced,Cardio
34,57.6,197,Female,14.8,High Protein,Cardio
58,79.1,151,Other,34.7,Low Calorie,Low Impact Exercise
61,71.3,182,Female,21.5,Balanced,Yoga
42,87.5,159,Other,34.6,Low Calorie,Yoga
61,99.9,157,Female,40.5,Low Calorie,Low Impact Exercise
